,id,src,trg
16,10017,विकसित दुनिया के कई हिस्सों की तुलना में भारत में प्रति व्यक्ति प्लास्टिक खपत काफी कम है।,উন্নত বিশ্বের বহু জায়গার তুলনায় ভারতে মাথাপিছু প্লাস্টিকের ব্যবহার অনেক কম।
17,10018,मुझे उम्मीद है कि ये प्लास्टिक प्रदूषण को रोकने का अनुकरणीय काम जारी रखेगें।,"আমি আশা করি যে, প্লাস্টিক দূষণ রোধেও তাঁরা দৃষ্টান্তমূলক কর্মকান্ড চালিয়ে যাবে।"
18,10019,आज हमारे पास जो विकल्प है वो हमारे सामूहिक भविष्य को परिभाषित करेंगे।,"আজ আমরা যে সমস্ত সিদ্ধান্ত নিচ্ছি, তা আমাদের সকলের ভবিষ্যৎ স্থির করে দেবে।"
19,10020,वे फिलहाल ‘वतन को जानो’ नामक पहल के हिस्सेप के रूप में भारत के विभिन्ना भागों की यात्रा कर रहे हैं।,বর্তমানে ঐ দলটি ‘ওয়াতনকো জানো’ কর্মসূচির আওতায় দেশের বিভিন্ন প্রান্ত সফর করছে।
20,10021,उनसे बातचीत करते हुए प्रधानमंत्री ने राज्य में संपर्कता और बुनियादी सुविधाओं में सुधार की दिशा में केंद्र सरकार द्वारा उठाए गए कदमों के बारे में जानकारी दी।,কিশোর ওতরুণদের সঙ্গে আলাপচারিতাকালে জম্মু ও কাশ্মীরে যোগাযোগ ও পরিকাঠামোর প্রসারেকেন্দ্রীয় সরকারের বিভিন্ন উদ্যোগ ও প্রচেষ্টার কথা ব্যক্ত করেন প্রধানমন্ত্রী।তিনি গুরুত্ব দেন খেলাধূলার প্রসারের ওপরও।
21,10022,सौराष्ट्र पटेल सांस्कृतिक समाज का अंतर्राष्ट्रीय सम्मेलन इस वर्ष अमेरीका के कैलीफोर्निया में हो रहा है।,এ বছর মার্কিন যুক্তরাষ্ট্রের ক্যালিফোর্নিয়ায় সৌরাষ্ট্র প্যাটেল কালচারাল সমাজের আন্তর্জাতিক এই কনভেনশনের আয়োজন করা হয়েছে।
22,10023,प्रधानमंत्री ने प्रवासी भारतीयों विशेषकर सौराष्ट्र पटेल समुदाय के प्रयासों की सराहना करते हुए कहा कि प्रवासी भारतीयों ने हमेशा भारत को गौरवशाली बनाया है।,"অনাবাসী ভারতীয়দের, বিশেষ করে, সৌরাষ্ট্র প্যাটেল গোষ্ঠীর বিভিন্ন উদ্যোগের প্রশংসা করে প্রধানমন্ত্রী বলেন, অনাবাসী ভারতীয়রা সর্বদাই ভারতকে গর্বিত করেছে।"
23,10024,उन्होंने कहा कि प्रवासी भारतीयों के प्रयास से सभी जगह भारतीय पासपोर्ट के प्रति सम्मान सुनिश्चित हुआ है।,"তিনি বলেন, তাঁদের কাজ বিশ্বের সর্বত্র ভারতীয় পাসপোর্টের মর্যাদা বৃদ্ধির পক্ষে সহায়ক হয়েছে।"
24,10025,प्रधानमंत्री ने कहा कि स्वच्छ भारत जैसी सरकार की विभिन्न योजनाओं से देश में पर्यटन को प्रोत्साहन मिला है।,"প্রধানমন্ত্রী বলেন, সরকারের বিভিন্ন ধরণের কর্মসূচি, যেমন – স্বচ্ছ ভারত, দেশে পর্যটনের উন্নতি ঘটিয়েছে।"
25,10026,उन्होंने प्रवासी भारतीय समुदाय से कम से कम पांच विदेशी परिवारों को प्रतिवर्ष भारत दर्शन के लिए प्रेरित करने की अपील की।,"তিনি অনাবাসী ভারতীয় জনগোষ্ঠীকে, প্রতি বছর কমপক্ষে ৫টি বিদেশি পরিবারকে ভারত দর্শনে আসার জন্য উদ্বুদ্ধ করার আহ্বান জানান।"
26,10027,प्रधानमंत्री ने कहा कि भारत 2 अक्टूबर से महात्मा गांधी की 150वीं जयंती मनाएगा।,"প্রধানমন্ত্রী বলেন যে, ভারতে এই বছরের ২রা অক্টোবর থেকে মহাত্মা গান্ধীর ১৫০তম জন্মবার্ষিকী উদযাপন শুরু হবে।"
27,10028,जीएसटी जैसे कार्यक्रम तथा भ्रष्टाचार के मामले में कठोर कार्रवाई से लोगों को ईमानदारी से व्यवसाय करने में मदद मिली है।,"তিনি বলেন, অভিন্ন পণ্য ও পরিষেবা কর ব্যবস্থা এবং দুর্নীতির বিরুদ্ধে কঠোর ব্যবস্থার মতো উদ্যোগের ফলে সৎভাবে ব্যবসার কাজ করা মানুষের পক্ষে সহায়ক হয়েছে।"
28,10029,उन्होने कहा कि इन कार्यक्रमों का परिणाम यह हुआ है कि पिछले 4 वर्षों में कारोबारी सहजता की रैंकिंग में भारत ने 42 स्थानों की छलांग लगाई है।,"এইসব উদ্যোগের ফলেই বিগত চার বছরে ভারত, সহজে ব্যবসার সুযোগ সংক্রান্ত ক্রমতালিকায় এক লাফে ৪২তম ধাপ অতিক্রম করেছে।"
29,10030,वह आज कच्छ में विभिन्न विकास परियोजनाओं का उद्घाटन करेंगे और आधारशिला रखेंगे।,আজ কচ্ছের বিভিন্ন স্হানে কয়েকটি উন্নয়নমূলকপ্রকল্পের উদ্বোধন ও শিল্যান্যাস-ও করবেন তিনি ।
30,10031,उन्‍होंने देश की सेवा करते हुए अपने प्राण न्‍योच्‍छावर किए हैं।,বীর ও সাহসী এই সেনানীরা দেশের জন্য নিজেদের জীবন উৎসর্গ করেছেন।
31,10032,दुख की इस घड़ी में मेरी और हर भारतीय की संवेदनाएं उनके परिवार के साथ हैं।,নিকট আত্মীয়-পরিজনকে হারানো পরিবারগুলিকে দুঃখের এই মুহূর্তে আমার আন্তরিক সমবেদনা।
32,10033,"इस समय जो देश की अपेक्षाएं हैं, कुछ कर गुजरने की भावनाएं हैं, वो भी स्‍वाभाविक हैं।","এই পরিস্হিতিতে যোগ্য জবাব দেওয়ার প্রত্যাশা তৈরি হয়েছে, যা অত্যন্ত স্বাভাবিক।"
33,10034,हमारे सुरक्षा बलों को पूर्ण स्‍वतंत्रता दे दी गई है।,আমরা নিরাপত্তা বাহিনীগুলিকে পূর্ণ স্বাধীনতা দিয়েছি।
34,10035,"हमें अपने सैनिकों के शोर्य पर, उनकी बहादुरी पर पूरा भरोसा है।",আমাদের নিরাপত্তা বাহিনীগুলির সাহসিকতা ও বীরত্বে আমাদের পূর্ণ আস্হা রয়েছে।
35,10036,"130 करोड़ हिन्‍दुस्‍तानी ऐसी हर साजिश, ऐसे हर हमले का मुंहतोड़ जवाब देगा।",১৩০ কোটি ভারতীয় যেকোন ধরনের জঙ্গি হামলার সমুচিত জবাব দেবে।
36,10037,हमारे वीर शहीदों ने अपने प्राणों की आहुति दी है।,আমাদের সাহসী সেনানীরা তাদের জীবন উৎসর্গ করেছেন।
37,10038,उन्होंने पाकिस्तान की जनता को आह्वान करते हुए कहा कि वह अपने शासकों से भ्रष्टाचार और नकली नोटों के खिलाफ लड़ने के लिए कहे।,"পাকিস্তানের নাগরিকদের আহ্বানজানিয়ে তিনি বলেন, দুর্নীতি ও জাল নোটের বিরুদ্ধে তাঁদের দেশের প্রশাসনকে তৎপরহওয়ার দাবি জানাতে।"
38,10039,"प्रधानमंत्री ने कहा कि केंद्र सरकार किसानों को पर्याप्त पानी मुहैया कराने के लिए जो कुछ कर सकती है, वह करेगी।","শ্রীমোদী বলেন, কৃষকদের প্রয়োজনে পর্যাপ্ত পরিমাণ জলের যোগান নিশ্চিত করতে কেন্দ্রীয়সরকার সমস্তরকম কিছু করতেই আগ্রহী।"
39,10040,उन्होंने कहा कि भारत के पानी को पाकिस्तान जाने नहीं दिया जा सकता।,"যে জলের ওপর অধিকার রয়েছে শুধুমাত্র ভারতের, তাপাকিস্তানকে দেওয়ারকোন প্রশ্নই ওঠে না।"
40,10041,प्रधानमंत्री ने ट्वीट में कहा कि बाढ़ के हालात पर काबू पाने के लिए केन्‍द्र सरकार ने बिहार सरकार को सभी संभव सहायता का आश्‍वासन दिया है साथ ही स्थिति पर बारीकी से नजर रखी जा रही है।,"প্রধানমন্ত্রী ট্যুইট করে জানিয়েছেন যে, ঐ রাজ্যের বন্যা পরিস্থিতিরমোকবিলায় কেন্দ্র বিহার সরকার’কে সবরকম সহায়তার আশ্বাস দিয়েছে আর পরিস্থিতির ওপরসদাসতর্ক নজর রাখা হচ্ছে।"
41,10042,प्रधानमंत्री ने कहा कि ‘बिहार के विभिन्‍न हिस्‍सों में आई बाढ़ से प्रभावित लोगों के साथ मेरी सहानुभूति है।,"প্রধানমন্ত্রী বলেন, “বিহারের বিভিন্ন অংশের বন্যাপীড়িতদের প্রতি আমারসহানুভূতি জানাই।"
42,10043,हालात पर बारीकी से नजर रखी जा रही है।,পরিস্থিতির ওপর সদাসর্বদা নজর রাখা হচ্ছে।
43,10044,केन्‍द्र ने बाढ़ की स्थिति से निपटने के लिए बिहार सरकार को हर संभव सहायता का आश्‍वासन दिया है।,বন্যা পরিস্থিতির মোকাবিলায় কেন্দ্র বিহার সরকার’কে সবরকম সহায়তার আশ্বাসদিয়েছে।
44,10045,उन्‍होंने फ्रांस के राष्‍ट्रपति एमैनुअल मैक्रॉं का गर्मजोशी से स्‍वागत करने के लिए काशी की जनता को बधाई दी।,তিনি ফরাসী রাষ্ট্রপ্রধান ইম্যানুয়েল ম্যাকরঁ’কে সাদর অভ্যর্থনার জন্যকাশীর জনসাধারণকে ধন্যবাদ দেন।
45,10046,उन्‍होंने कहा कि वाराणसी में पर्यटन की काफी संभावना है और शहर को स्‍वच्‍छ रखने के लिए सभी प्रयास किए जाने चाहिए।,"তিনি বলেন, বারানসীতে পর্যটনের অমিত সম্ভাবনা রয়েছে আর তাই এই নগরীকেপরিচ্ছন্ন রাখার জন্য সবরকম প্রয়াস নেওয়া দরকার।"
46,10047,प्रधानमंत्री ने कहा कि हाल ही में घोषित आयुष्‍मान भारत योजना से स्‍वास्‍थ्‍य क्षेत्र में जबर्दस्‍त बदलाव आएगा।,"প্রধানমন্ত্রী বলেন, সম্প্রতি ঘোষিত আয়ুষ্মান ভারত প্রকল্প স্বাস্থ্যক্ষেত্রে রূপান্তর আনতে চলেছে।"
47,10048,इससे गरीबों को गुणवत्‍तापूर्ण स्‍वास्‍थ्‍य सेवाएं प्रदान की जा सकेंगी।,এটি গরিব মানুষদের সেরা মানের স্বাস্থ্য সুরক্ষাপ্রদান করবে বলে তিনি জানান।
48,10049,सबसे पहले मैं आचे में हाल ही में आए भूकंप के कारण मारे गए लोगों के प्रति गहरी संवेदना व्यक्त करता हूं।,প্রথমেইআমি অ্যাসেহ-এর সাম্প্রতিক ভূমিকম্পে প্রাণহানির ঘটনায় গভীর সমবেদনা জানাই।
49,10050,आप एक महान राष्ट्र के नेता हैं।,একমহান রাষ্ট্রের আপনি নেতৃত্ব দিচ্ছেন।
50,10051,"क्योंकि विश्व में सबसे अधिक मुस्लिम आबादी वाला देश इंडोनेशिया लोकतंत्र, विविधता, बहूलतावाद और सामाजिक सद्भाव के लिए खड़ा है।","বিশ্বের বৃহত্তম মুসলিম জনসংখ্যা-প্রধানএকটি রাষ্ট্র হিসেবে গণতন্ত্র, বৈচিত্র্য, বহুত্ববাদ এবং সামাজিক সম্প্রীতিরপ্রতীকই হল ইন্দোনেশিয়া।"
51,10052,ये हमारे भी मूल्य हैं।,তাঁদের এই মূল্যবোধের সঙ্গে মিলে যায় আমাদের নিজস্বমূল্যবোধগুলিও।
52,10053,समुद्री सहयोग पर संयुक्त बयान में हमने इस क्षेत्र में अपने सहयोग के कार्यक्रम की रूपरेखा का खुलासा किया है।,বিপর্যয় মোকাবিলা এবংপরিবেশ-সুরক্ষার লক্ষ্যে এই সহযোগিতাকে আমরা আরও জোরদার করে তুলতে আগ্রহী।নৌ-সহযোগিতা প্রশ্নে আমাদের যৌথ বিবৃতিতেই এই ক্ষেত্রটিতে আমাদের কর্মসূচির একটিরূপরেখা তুলে ধরা হয়েছে।
53,10054,"हमारी साझेदारी का विस्तार आतंकवाद, संगठित अपराध, नशा एवं मानव तस्करी से मुकाबले तक होगा।","আমাদের এই পারস্পরিক সহযোগিতা সন্ত্রাস, পরিকল্পিত অপরাধএবং মাদক ও মানবপাচারের মতো ঘটনার মোকাবিলার কাজেও সম্প্রসারিত হবে।"
54,10055,प्रधानमंत्री श्री नरेंद्र मोदी की अध्यक्षता में केंद्रीय मंत्रिमंडल ने भारतीय प्रतिभूति और विनिमय बोर्ड ( सेबी) और यूरोपियन सिक्योरिटीज एंड मार्केट अथॉरिटी ( ईएसएमए) के बीच आपसी सहयोग से संबंधित एक समझौते में प्रवेश के लिए अपनी मंजूरी दे दी है।,পারস্পরিকসহযোগিতা প্রসারের লক্ষ্যে ইউরোপিয়ান সিকিউরিটিজ অ্যান্ড মার্কেট্‌স অথরিটি (এসমা)-এরসঙ্গে এক চুক্তি স্বাক্ষরের জন্য সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ বোর্ড অফ ইন্ডিয়া(সেবি)-কে অনুমতি দিল কেন্দ্রীয় মন্ত্রিসভা।
55,10056,प्रधानमंत्री ने उपस्थित जनसमूह को संबोधित करते हुए कहा कि ऐसे उन्नति मेला नए भारत के लिए रास्ता प्रशस्त करते हैं।,"এই উপলক্ষে আয়োজিত অনুষ্ঠানে বক্তব্য রাখতে গিয়ে প্রধানমন্ত্রী বলেন, এইধরনের কৃষি উন্নতি মেলা নতুন ভারত গড়ে তোলার পথ সুগম করার ক্ষেত্রে গুরুত্বপূর্ণভূমিকা নেয়।"
56,10057,उन्होंने कहा कि कृषि को रूपांतरित करने के लिए किसानों एवं वैज्ञानिकों को एक साथ मिल कर काम करने की जरुरत है।,"প্রধানমন্ত্রী বলেন, কৃষক ও বিজ্ঞানীদের দেশে কৃষিরূপান্তরের লক্ষ্যে একযোগে কাজ করে যেতে হবে।"
57,10058,"प्रधानमंत्री ने विशेष रूप से, मेघालय का उल्लेख किया जिसने समीक्षाधीन अवधि के दौरान कृषि में अपनी उपलब्धियों के लिए पुरस्कार प्राप्त किया।",প্রধানমন্ত্রী কৃষি ক্ষেত্রে কাজের অগ্রগতির স্বীকৃতিতে পুরস্কার প্রাপকরাজ্য মেঘালয়ের নাম বিশেষভাবে উল্লেখ করেন।
58,10059,प्रधानमंत्री ने स्वतंत्रता के बाद से कृषि में उनकी उपलब्धियों के लिए हमारे किसानों की भावना और कड़ी मेहनत की सराहना की।,প্রধানমন্ত্রী স্বাধীনতার পর থেকে কৃষি ক্ষেত্রে অগ্রগতির জন্য কৃষকদেরকঠোর পরিশ্রম ও দৃঢ় মানসিকতার প্রশংসা করেন।
59,10060,उन्होंने कहा कि हमारा लक्ष्य किसानों की आय को दोगुनी करना और किसानों के जीवन को सरल बनाना रहा है।,কৃষকদের আয় দ্বিগুণ করা এবং তাঁদের জীবনসহজতর করে তোলাই এই কাজের লক্ষ্য।
60,10061,"इस संकल्प की दिशा में अब तक हुई प्रगति के बारे में बोलते हुए, प्रधानमंत्री ने कहा कि अभी तक 11 करोड़ से अधिक मृदा स्वास्थ्य कार्ड वितरित किए जा चुके हैं।","এই লক্ষ্যে কাজের অগ্রগতি প্রসঙ্গে প্রধানমন্ত্রী বলেন, সারা দেশে ১১ কোটিসয়েল হেলথ্‌ কার্ড কৃষকদের দেওয়া হয়েছে।"
61,10062,"यूरिया के 100 प्रतिशत नीम लेपन का परिणाम भी उत्पादकता को बढ़ाने के अतिरिक्त, उर्वरक पर व्यय को कम करने के रूप में भी सामने आया है।",কৃষি ক্ষেত্রে ব্যবহৃত ইউরিয়ার ওপর নিমেরপ্রলেপ লাগানোর ফলে সার বাবদ কৃষকদের ব্যয় কমেছে এবং ফসলের উৎপাদন বেড়েছে।
62,10063,"उन्होंने कहा कि प्रधानमंत्री फसल बीमा योजना के जरिये प्रीमियमों को कम किया गया है, बीमा पर अधिकतम निर्धारित सीमा खत्म कर दी गई है और किसानों को संवितरित किए जाने वाले दावों की राशि में बढ़ोतरी की गई है।","শ্রী মোদী বলেন, প্রধানমন্ত্রী ফসল বিমা যোজনার মাধ্যমে কৃষি বিমারপ্রিমিয়াম হ্রাস করা হয়েছে, বিমার ঊর্দ্ধ সীমা তুলে দেওয়া হয়েছে এবং বিমা বাবদকৃষকদের দাবি মতো অর্থ প্রদানের পরিমাণ অনেকটাই বেড়েছে।"
63,10064,उन्होंने कहा कि प्रधानमंत्री कृषि सिंचाई योजना में प्रत्येक खेत के लिए जल की परिकल्पना की गई है।,প্রধানমন্ত্রী কৃষি সিঁচাইযোজনার মাধ্যমে দেশের সব জমিতে সেচের কথা ভাবা হয়েছে বলে তিনি জানান।
64,10065,उन्होंने कहा कि किसान संपदा योजना खेत से बाजार तक आपूर्ति श्रृंखला को सुदृढ़ बनाने और आधुनिक कृषि अवसंरचना के सृजन में सहायता कर रही है।,কিষাণ সম্পদ যোজনা নামে এক কর্মসূচির মাধ্যমে কৃষকদের জন্য ক্ষেত থেকেবাজার পর্যন্ত সরবরাহ শৃঙ্খল জোরদার করা এবং আধুনিক কৃষি পরিকাঠামো সৃষ্টি করারউদ্যোগ নেওয়া হয়েছে।
65,10066,"उन्होंने कहा कि हाल के बजट में घोषित ऑपरेशन ग्रीन्स किसानों के लिए फलों एवं सब्जियों, खासकर, टमाटर, प्याज और आलू उगाने में लाभदायक होगा।","তিনি বলেন, সাম্প্রতিক বাজেটে ঘোষিত ‘অপারেশন গ্রিনস্‌’প্রকল্পের মাধ্যমে সব্জি, ফল বিশেষ করে টমেটো, পেঁয়াজ ও আলু চাষিরা উপকৃত হবেন।"
66,10067,उन्होंने कहा कि केंद्र सरकार ने फैसला किया है कि सभी अनुसूचित फसलों के लिए न्यूनतम समर्थन मूल्य (एमएसपी) लागत से कम से कम डेढ़ गुना होगा।,"তিনি বলেন যে, কেন্দ্রীয় সরকার সমস্ত বিজ্ঞাপিত ফসলের ন্যূনতম সমর্থন মূল্যসংশ্লিষ্ট ফসলগুলির উৎপাদন ব্যয়ের কমপক্ষে দেড় গুণ করার সিদ্ধান্ত নিয়েছে।"
67,10068,प्रधानमंत्री ने किसान उत्पादक संगठनों के महत्व पर भी बल दिया।,প্রধানমন্ত্রী কৃষক উৎপাদক সংগঠন গড়ে তোলার গুরুত্বের ওপরও জোর দেন।
68,10069,उन्होंने कहा कि इस दिशा में कृषि विज्ञान केंद्र भी एक महत्वपूर्ण भूमिका निभाएंगे।,কৃষি বিজ্ঞানকেন্দ্রগুলি এক্ষেত্রে গুরুত্বপূর্ণ ভূমিকা নেবে বলে তিনি মন্তব্য করেন।
69,10070,उन्होंने यह भी कहा कि सरकार सुनिश्चित करेगी कि पर्याप्त कृषि ऋण उपलब्ध हो।,"প্রধানমন্ত্রী বলেন, সরকার পর্যাপ্ত পরিমাণে কৃষি ঋণ দেওয়ার ব্যবস্থারলক্ষ্যে কাজ করছে।"
70,10071,"आदरणीय सभापति जी, सदन की तरफ से, देशवासियों की तरफ से आपको बहुत-बहुत बधाई और बहुत-बहुत शुभकामनाएं!","মাননীয় সভাপতি মহোদয়, সংসদের পক্ষ থেকে, দেশবাসীর পক্ষ থেকে আপনাকে অনেক অনেক শুভেচ্ছা।"
71,10072,आज 11 अगस्त‍ इतिहास के लिए एक महत्‍वपूर्ण तारिख से जुड़ा हुआ है।,"আজ ১১ আগস্ট, ইতিহাসে এই তারিখটির গুরুত্ব অপরিসীম।"
72,10073,उन्‍होंने आगे कहा कि मानव मनोविज्ञान और व्‍यावहारिक मनोविज्ञान प्रशिक्षण के महत्‍वपूर्ण अंग होने चाहिए।,মানুষের মনস্তাত্ত্বিক আচরণএবং আচরণগত মনস্তত্ত্ব এই ধরণের প্রশিক্ষণের দুটি বিশেষ গুরুত্বপূর্ণ দিক বলে মনেকরেন তিনি।
73,10074,प्रधानमंत्री ने मौजूदा जिला/रेफरल अस्पतालों से जुड़े नए मेडिकल कॉलेजों की स्थापना के लिए योजना के लागू होने में प्रगति की समीक्षा की।,এছাড়াও প্রধানমন্ত্রী বর্তমানে চালু জেলা/রেফারেল হাসপাতালগুলির সঙ্গে যুক্ত নতুন মেডিকেল কলেজ স্হাপনের কাজও পর্যালোচনা করেন।
74,10075,"प्रधानमंत्री ने अपने संदेश में कहा, ‘इंडोनेशिया में ज्‍वालामुखी आने के बाद त्‍सुनामी के कारण लोगों की मौत और तबाही से दु:खी हूं।","প্রধানমন্ত্রী বলেন, “ইন্দোনেশিয়ায় আগ্নেয়গিরির অগ্নুৎপাতের ফলে যে সুনামির সৃষ্টি হয়েছে, তাতে জীবনহানির ঘটনায় আমি মর্মাহত।"
75,10076,दक्षिण एशिया उपग्रह का सफल प्रक्षेपण उसे पूरा होने को दर्शाता है।,দক্ষিণ এশীয়উপগ্রহটির সফল উৎক্ষেপনের মাধ্যমে সেই অঙ্গীকার আজ পূরণ করা হল।
76,10077,इस प्रक्षेपण के साथ ही हमने अपनी भागीदारी की सबसे उन्‍नत सीमा बनाने के लिए एक यात्रा की शुरुआत की है।,এই উৎক্ষেপনেরমধ্য দিয়ে অংশীদারিত্বের সম্পর্কের সর্বোচ্চ লক্ষ্যের দিকে আজ আমাদের যাত্রা শুরুহল।
77,10078,अंतरिक्ष प्रौद्योगिकी इस क्षेत्र में हमारे लोगों के जीवन से जुड़ जाएगी।,মহাকাশ প্রযুক্তিস্পর্শ করবে আমাদের এই অঞ্চলের সাধারণের মানুষের জীবনযাত্রাকে।
78,10079,"मैं राष्ट्रपति सिरीसेना, प्रधानमंत्री विक्रमसिंघे और अन्य प्रतिष्ठित गणमान्य लोगों के साथ मुलाकात करूंगा।","প্রেসিডেন্ট সিরিসেনা, প্রধানমন্ত্রী বিক্রম সিংহে এবং অন্যান্য বিশিষ্টব্যক্তিদের সঙ্গেও আলোচনা বৈঠকে মিলিত হব আমি।"
79,10080,"प्रधानमंत्री ने कहा, ‘उत्‍तर प्रदेश के एटा जिले की दुखद घटना से आहत हूं।",“উত্তরপ্রদেশেরএটাহ্‌ জেলায় মর্মান্তিক দুর্ঘটনার খবরে আমি উদ্বিগ্ন।
80,10081,विभिन्न सरकारी योजनाओं के लाभार्थियों से वीडियो ब्रिज के माध्यम से प्रधानमंत्री द्वारा संवाद करने की कड़ी में यह चौथा ऐसा कार्यक्रम है।,বিভিন্ন সরকারী প্রকল্পের উপভোক্তাদের সঙ্গে প্রধানমন্ত্রীর ভিডিও কনফারেন্সের মাধ্যমে আলাপ-আলোচনার এটি চতুর্থ পর্ব।
81,10082,"प्रधानमंत्री ने आगे कहा कि स्टार्ट अप की सफलता के लिये पर्याप्त पूंजी, साहस और लोगों से जुड़ना जरूरी है।","স্টার্ট-আপের ক্ষেত্রে সাফল্য পেতে যথেষ্ট পরিমানে মূলধন, সাহস ও মানুষের সঙ্গে সংযোগস্হাপনের ক্ষমতা থাকার প্রয়োজন রয়েছে বলে তিনি জানান।"
82,10083,स्टार्ट अप्स को 3 साल के लिये आयकर भुगतान से छूट दी गयी है।,স্টার্ট-আপ সংস্হাগুলিকে প্রথম তিন বছরের জন্য কর-ছাড়ের সুবিধা দেওয়া হয়েছে।
83,10084,6 श्रम और 3 पर्यावरण कानूनों में बदलाव किया गया है जिससे युवा उद्यमियों को अब केवल स्व-प्रमाणित दस्तावेज देने की जरूरत है।,নবীন শিল্পপতিদের স্বশংসায়নের সুবিধা দিতে দুটি শ্রমিক আইন ও তিনটি পরিবেশ আইনের ধারা সংশোধন করা হয়েছে।
84,10085,अटल टिंकरिंग लैब्स से संबंधित स्कूल के बच्चों ने प्रधानमंत्री के साथ अपने आविष्कार साझा किये।,বহু অটল টিংকারিং ল্যাবে কাজ করা স্কুলের ছাত্রছাত্রীরা নিজেদের উদ্ভাবনের কথা প্রধানমন্ত্রীকে জানায়।
85,10086,प्रधानमंत्री ने स्कूली छात्रों की उनकी वैज्ञानिक क्षमताओं के लिये सराहना की और उन्हें ऐसे और नवाचारों के लिये प्रोत्साहित किया।,শ্রী মোদী স্কুল পড়ুয়াদের বৈজ্ঞানিক দক্ষতার প্রশংসা করেন ও এরকম আরো নতুন নতুন উদ্ভাবন প্রস্তুত করতে তাদের উৎসাহ যোগান।
