,id,src,trg
21,10022,"গত ১৫ই আগস্ট আমি লালকেল্লায় সমস্ত বিদ্যালয়ে শৌচালয় বানানোর জন্য অনুরোধ করেছিলাম, আর বলেছিলাম সামনের ১৫ই আগস্টের মধ্যে এই কাজ আমাদের সম্পূর্ণ করতে হবে।","On 15th August last year, when I appealed from the Red Fort for toilets in schools, I had said that by next 15th August we have to complete this task."
22,10023,২০০১-এ অটলজী বাজেট পেশ করার সময়কে বিকেল পাঁচটার বদলে বেলা এগারোটা করে দেন।,"In the year 2001, Atalji changed the time of presenting the budget from 5 pm to 11 am."
23,10024,জনগণের সামগ্রিক সাহায্য ছাড়া এ কাজ কখনই সম্ভব হবে না।,The project to clean Ganga cannot be successful without mass participation by the people.
24,10025,"একজন সুদর্শনচক্রধারী মোহন, অন্যজন চরকাধারী মোহন।",One is the Sudarshan Chakra bearing Mohan and the other is the Charkha bearing Mohan.
25,10026,"আমি জানতে চাই, এই প্রতারণামূলক এবংভুয়ো ই-মেলের সম্পর্কে আপনারা কী ভাবছেন।",What is your opinion about such cheat and fraud emails.
26,10027,যোগেশ সাইনি একজন ইঞ্জিনিয়র যিনি ভারত মাতাকে সেবা করার উদ্দেশ্যে তিনি আমেরিকার চাকরি ছেড়ে দেশে ফিরে এসেছেন।,Yogesh Saini is an engineer who left his job in America and returned to serve Mother India.
27,10028,"‘Fit I ndia’-র প্রসঙ্গে আমি বলব আমার বিশ্বাস, আমরা যত খেলবো, ততই দেশ খেলবে।","When I say Fit India, I believe that the more we play, the more we will inspire the country to come out  play."
28,10029,তিনি প্রথমে প্রধানমন্ত্রী জন-ঔষধি যোজনা সম্পর্কে ওয়াকিবহাল ছিলেন না|,"Earlier, he wasnt aware of the Pradhan Mantri Jan Aushadhi Yojana."
29,10030,অন্যদিকে ক্রিসমাসের জন্য প্রস্তুতিও নিশ্চয়ই শুরু হয়ে গেছে।,On the other hand Christmas preparations must have started too.
30,10031,"যদি আমরাআমাদের খেতের ধারে এরকম গাছের চারা লাগাই, যেগুলো আসবাবপত্রে ও ঘর বানাতে কাজেলাগবে, তাহলে ১৫-২০ বছর পরে সরকারী অনুমতি নিয়ে ওদের কেটে বিক্রিও করতে পারেন আপনি।",If we plant on the boundaries of our fields timber trees that can be utilised for construction of homes and furniture and which can also be cut and sold after 15 to 20 years with the permission of the government.
31,10032,এর মধ্যে একটি খুব বড় সামাজিক বার্তা আছে।,There is a very profound social message behind this tradition.
32,10033,"আমার প্রিয় দেশবাসী, উৎসব এমন একটি পর্ব যা আমাদের সবার জীবনে একটি নতুন চেতনা জাগায়।","My dear countrymen, festivals are occasions that awaken a new consciousness in our lives."
33,10034,আমাদের দেশের ভূতপূর্ব রাষ্ট্রপতি ডক্টর রাধাকৃষ্ণণ-জীর জন্মদিন।,"It is the birthday of our former President, Dr. Radhakrishnan ji."
34,10035,সবাইকে অনেক-অনেক শুভকামনা।,Heartiest felicitations to all of you.
35,10036,আবর্জনার প্রতি ঘৃণা ধীরে ধীরে বাড়ছে।,There has been an increase in the disgust towards squalor.
36,10037,"তিনি মানুষের সঙ্গে মিশেছেন, তাদেরকে সততা, ত্যাগ ও কর্মনিষ্ঠার পথদেখিয়েছেন।","He entered into a dialogue with people and showed them the path of truth, sacrifice  dedication."
37,10038,দেশেরবেশ কিছু অংশে বর্ষা শুরু হয়ে গেছে।,The weather has become pleasant in several parts of the country with abundant showers.
38,10039,"তিনি বলেছেন, আমাদের বাড়ির পাশে দুধওয়ালা, খবরের কাগজওয়ালা, পোস্টম্যান আসেন।","She says milkmen, newspaper vendors, postmen come close to our homes."
39,10040,"১৯৪২ থেকে ১৯৪৭ পাঁচটি বছর যেমন দেশের স্বাধীনতার নির্ণায়ক হয়ে উঠেছিল, তেমনই ২০১৭থেকে ২০২২ – এই পাঁচ বছরও ভারতের ভবিষ্যৎ গঠনের নির্ণায়ক বর্ষ হয়ে উঠতে পারে – এবংতাকে তা করে তুলতেই হবে।","Just as the five years from 1942 to 1947 were decisive for the countrys Independence, these five years from 2017 to 2022 can and must play a decisive role for the future of India."
40,10041,"আমি তো নির্বাচনের দিন খোলাখুলি বলি ‘প্রথমে ভোটদান, তারপর জলপান’।",I publically say during elections that one must cast his vote before he eats his food.
41,10042,আমাদের সেনাবাহিনী নিয়ে গর্বিত আমরা।,We are proud of our army.
42,10043,সব হাতে কাজ এবং সব জমিতে জল – এই দুই শব্দেতিনি তাঁর অর্থনৈতিক ভাবনাকে ব্যক্ত করেছিলেন।,"Work for every hand, water to every field  through only these two words he presented his entire economic agenda."
43,10044,"আপনারা শুনে গর্ববোধকরবেন যে – ভারতের ভূমিকা শুধুমাত্র শান্তিরক্ষার কাজেই সীমাবদ্ধ নেই, ভারত ৮৫-টিদেশের শান্তিরক্ষা বাহিনীকে প্রশিক্ষণ দেওয়ার কাজও করে।",You will surely feel proud to know that Indias contribution is not limited to just peacekeeping operations but it is also providing training to peacekeepers from about eighty five countries.
44,10045,আগামী ৫-ই মে ভারত ‘দক্ষিণ এশিয়াস্যাটেলাইট’ উৎক্ষেপণ করবে।,"On the 5th of May, India will launch the South Asia Satellite."
45,10046,"আর আমরা শপথ নিয়েছি বাপুর যখন ১৫০-তম জন্মজয়ন্তী হবে, তখন তাঁর স্বপ্নেরভারত স্বচ্ছ ভারত উপহার দেওয়ার জন্য কিছু না কিছু করব।","And, all of us took a resolve that on the 150th birth anniversary of revered Bapu, we shall make some contribution in the direction of making Clean India which he had dreamt of."
46,10047,"আমি ওঁদেরকেও ওঁদের ট্যালেন্ট এবং স্কিলের জন্য অভিনন্দন জানাই, ধন্যবাদ দিতে চাই।",I congratulate and thank those persons for their talent and skills.
47,10048,অনেকে আমাকে ভিডিও পাঠিয়েছেন।,Many have sent me the videos of their work in this field.
48,10049,বিশ্বের খুব কম লোকেরই জানা আছে যে এত দীর্ঘ সময় ধরে নদীর তীরবর্তী স্থানে কোটি কোটি মানুষ আসেন।,"Very few know that since a long time, crores and crores of people have gathered on the river-banks for this festival."
49,10050,সংসদের এই বাদল অধিবেশন সামাজিক ন্যায় এবং যুবকল্যাণের ক্ষেত্রে স্মরণীয় হয়ে থাকবে।,This Monsoon session of Parliament will always be remembered as a session for social justice and youth welfare.
50,10051,কিন্তু একটি কথা আমাকে স্বীকার করতেই হবে যে এখন আমি খুব বেশি বই পড়ার সময় পাইনা।,But I must candidly admit here that I am not able to devote much time to reading books these days.
51,10052,সর্দার বল্লভভাই প্যাটেল ভারতকে এক সূত্রেগাঁথার কাজ করেছিলেন।,Sardar Vallabhbhai Patel took on the reins of weaving a unified India.
52,10053,"‘ আন্তর্জাতিক যোগ দিবস ’ উদ্ ‌ যাপনে আপনাদের যদি কিছু পরামর্শ দেওয়ার থাকে , আমার মোবাইল অ্যাপ – এর মাধ্যমে আমায় সে সব ভাবনা পাঠিয়ে দিন ‌ , পথ দেখান ।","If you have any ideas for the Third International Yoga Day, please do send me your suggestions and guidance through my mobile Application."
53,10054,"একটি ফোন আমি আপনাদের শোনাতে চাই – “নমস্কার প্রধানমন্ত্রীজী,আমি গুরগাঁও থেকে নীতু গর্গ বলছি।","I would like you to hear one such phone call: Namaskar, Pradhan Mantri ji, this is Neetu Garg from Gurgaon."
54,10055,এতে হরিপুরা প্যানেলগুলি বিশেষ ভাবে মনোগ্রাহী ছিল।,Of special interest were the Haripura Panels.
55,10056,কখনও কখনও ভারতবর্ষে উৎসব মানে খাওয়া-দাওয়ার মহোৎসব মনে হয়। কিন্তু তার মধ্যেও চিন্তা-ভাবনা থাকে – কোন্‌ ঋতুর উৎসব এবং সেখানে কী খাওয়া উচিত।,Indian festivals at times appear like community feasts but in that also the consciousness has been to there as to what should be or should not be eaten during that particular season.
56,10057,বাস্তবে দেশের অর্থনীতি এঁদের দ্বারাই পরিচালিত।,"Actually, it is this people who run the economy."
57,10058,"আমরা কীভাবে আরও ভাল করতে পারি, তার এক রোডম্যাপ তৈরি করব।",We shall prepare a roadmap on how we can do better.
58,10059,এই নিয়ে দূর-দূরান্ত থেকে দেশবাসীরাচিঠি লিখেছেন।,People are writing in from far and wide.
59,10060,পরম্পরাগত খেলাগুলির মধ্যে দুটি ধরন আছে।,Traditional sports and games comprise both varieties...
60,10061,এরকমইএকসন্তছিলেন – সন্তরবিদাস।,One such Saint was - Sant Ravidas.
61,10062,প্রয়াগরাজ-এর মানুষও কুম্ভ নিয়ে যথেষ্ট উৎসাহী।,People of Prayagraj are also very enthusiastic about the Kumbh.
62,10063,এটা জাতীয় যুব উৎসবে প্রতিফলিত হবে। আমি আমার সরকারকে সঠিক পরামর্শ ও তথ্য দেব।,"And that it gets reflected in the Youth Festival, for that I will give the government reasonable suggestions and information."
63,10064,এক কোটি পরিবার স্বেচ্ছায় গ্যাস সাবসিডি ছেড়ে দিয়েছেন।,One crore families have voluntarily given up their subsidy on gas cylinders.
64,10065,"যেখানে পরাধীন ভারত বিশ্বের দরবারে ছিল করুণার পাত্র, সেই বিশ্ব১১সেপ্টেম্বর ১৮৯৩সালে মহাপুরুষ স্বামী বিবেকানন্দের তেজোদ্দীপ্ত শব্দে আবিষ্কার করতে বাধ্য হলএক নতুন ভারতকে।","The enslaved India which was gazed at by the world in a much distorted manner was forced to change its way of looking at India due to the words of a great man like Swami Vivekananda on September 11, 1893."
65,10066,আর এটা এই জন্য নয় যে ভারতীয় সংবিধান এমন কিছু পদক্ষেপ নিয়েছিল যাতে গণতন্ত্রের শ্রীবৃদ্ধি হয়।,And it was not just on account of the fact that the constitution of India has made certain provisions that enabled Democracy to blossom.
66,10067,ঠিক তারপরেই এক দরিদ্র বিধবা এলেন এবং দুটি তামার পয়সা দান করলেন।,then a poor widow came and parted with only two copper coins.
67,10068,"কিছু ক্ষেত্রে তোএমনও হয়েছে যে আমাদের খেলোয়াড়রা স্বদেশে যে মানে পৌঁছেছিলেন, এখানে খেলাধূলারক্ষেত্রে যে পারঙ্গমতা দেখিয়েছেন, ওখানে গিয়ে সেই মান পর্যন্তও পৌঁছতে পারেন নি।",Some of our players could not even touch during these Games their own performance level which they had achieved during the domestic events in India.
68,10069,"এই কারণে এইঅনুষ্ঠানকে সফল বানাতে এর সঙ্গে যুক্ত সকলকে আমি ধন্যবাদ জানাচ্ছি, কৃতজ্ঞতাজানাচ্ছি।","And therefore, I thank everyone and express my gratitude to all who contributed in making it a successful programme."
69,10070,ঊষার পর ৩২ বছর বাদে ললিতাবাবর ট্র্যাক অ্যাণ্ড ফিল্ড ফাইনালে খেলার যোগ্যতা অর্জন করেন।,"Ushas feat, Lalita babar qualified for the finals in track and field."
70,10071,"আপনারা নিশ্চয়ই লক্ষ করেছেন যে আমাদের দেশে রাজনৈতিক পরিস্থিতি এমন এক পর্যায়ে পৌঁছেছে যে, বিগত কয়েকটি নির্বাচনে এই বিষয়ে অনেক কথাবার্তা হয়েছে – কোন পার্টি কতগুলি গ্যাস সিলিণ্ডার দেবে?",You must have seen for yourself that the political situation in our country is such that in the previous elections political parties made promises of giving each household 9 to 12 gas cylinders.
71,10072,আজ একজন মুসলিম মহিলা মহরম ছাড়াই হজকরতে যেতে পারবেন এবং আমার ভালো লেগেছে এবারে প্রায় ১৩০০ মুসলিম মহিলা মহরম ছাড়াহজ যাওয়ার জন্য আবেদন করেছেন এবং দেশের বিভিন্ন অংশ থেকে – কেরল থেকে উত্তরভারত –সব জায়গা থেকে মুসলিম মহিলারা হজে যাওয়ার ইচ্ছে প্রকাশ করেছেন।,"Today, Muslim women can perform Haj without 'mahram' or male Guardian and I am happy to note that this time about thirteen hundred Muslim women have applied to perform Haj without 'mahram' and women from different parts of the country from Kerala to North India, have expressed their wish to go for the Haj pilgrimage."
72,10073,"কখনও কখনও আমি এতব্যস্ত হয়ে পড়ি যে, খবরের কাগজওয়ালা, দুধওয়ালা, সব্জীওয়ালা, পোস্টম্যান – যাঁরাইআমার ঘরে আসে, গরমের দিনে তাদের আগে একটু জল দেওয়ার কথা আমি ভুলে যাই।","Sometimes we are so busy, that we even forget to offer water to the newspaper boy, the milkman, the vegetable seller, the postman or anybody else who come to our house in peak summer days."
73,10074,পরিকাঠামোর সুবন্দোবস্তের মাধ্যমে পর্যটন শিল্পে উন্নতি সম্ভব।,There were improvements in the infrastructure to increase tourism.
74,10075,সেনারা সন্ত্রাসবাদীদের এবং তাদের মদতকারীদের কীভাবে সমূলে ধ্বংস করা যায় তার সঙ্কল্প নিয়েছে।,The Army has resolved to wipe out terrorists and their harbourers.
75,10076,"এতবড় তপস্যা করার পরও তাঁদের চেহারায় কিছু নেবার, কিছু পাওয়ার বাকিছু হওয়ার কোন চাহিদার প্রকাশ চোখে পড়েনি।","There was not a single trace of desire, to get something, to become somebody even after living such a great life of Tapasaya."
76,10077,"খেলাধূলার ক্ষেত্রে আমরা প্রায়ই দেখি যে একজন খেলোয়াড় টুর্নামেন্ট জেতার পর বা পদক পাওয়ার পরই চ্যাম্পিয়ন হন, কিন্তু এ এক দুর্লভ অভিজ্ঞতা, যেখানে এরা প্রতিযোগিতায় অংশ নেওয়ার আগেই চ্যাম্পিয়ন হয়ে গেছে — এবং তাও আবার জীবন যুদ্ধে চ্যাম্পিয়ন।","In sports and games, we often get to see a player becoming a champion after winning a tournament or bagging a medal this was a rare occasion when the participants were champions BEFORE they entered the contest..."
77,10078,"এই একটা episode-এর মাধ্যমে আমি শুধুমাত্র ভারতবর্ষই নয়, বিশ্বের সব জায়গার যুবসম্প্রদায়ের সঙ্গে একাত্ম হতে পেরেছি। আমি কখনই ভাবতে পারিনি যে যুবপ্রজন্মের মনে আমার এমন একটা জায়গা তৈরি হবে।","With this one episode, I have not only formed a connect with the youth around the world but I had never thought that I would find a certain place in young hearts in this way."
78,10079,শ্রমিক কল্যাণে বাবাসাহেবের ভূমিকা অবিস্মরণীয়।,One can never forget the contribution of Babasaheb towards the welfare of the working class.
79,10080,"আমার প্রিয় দেশবাসী , বর্তমান সরকারের গত তিন বছরের কাজ - কর্ম নিয়ে গত ১৫ দিন যাবৎ পত্র পত্রিকায় , বিভিন্ন টিভি চ্যানেলে , সোশ্যাল মিডিয়াতে ক্রমাগত আলোচনা হচ্ছে।","My dear countrymen, an audit and assessment of the performance of the present government in the last three years is happening all over on newspapers, social media or TV for the last 15 days."
80,10081,ঘটনাটা ছিল এইরকম — একবার আমেরিকার ‘টেকনোলজি হাব’ সান জোস শহরে আমি ভারতীয় তরুণদের সঙ্গে আলোচনার সময় আমি তাঁদের কাছে আবেদন রেখেছিলাম তাঁরা যেন ভারতের জন্য নিজেদের ট্যালেন্টকে কীভাবে ব্যবহার করা যায় সেটা ভাবেন এবং সময় বের করে কিছু করেন।,It so happened that once I was interacting with Indian youth in San Jose town of America hailed as a Technology Hub. I had appealed to those young people to think over how could they use their talent to Indias benefit and do something in that direction whenever they found time.
81,10082,"কেউ এটাকে ‘নব সম্বৎসর’ বলে, কেউ ‘গুড়ি-পর্বা’, কেউ ‘বর্ষ প্রতিপদা’, আবার কেউ ‘উগাদী’ বলে।","Some call it Nav Samvatsar, some call it Gudi Padva, some Varsh Pratipada, some Ugadi, but it holds importance in nearly all the states of India."
82,10083,বিশ্বের বাকি দলগুলিকেও আমার শুভকামনা জানালাম।,I also convey my wishes to all the teams from around the world coming to participate in the tournament.
83,10084,এই বীর সাভারকর-ই নির্ভীক হয়ে লিখলেন যে ১৮৫৭ সালে যা কিছু হয়েছিল তা কোনওবিদ্রোহ নয় বরং স্বাধীনতার প্রথম লড়াই।,It was Veer Savarkar who boldly expostulated by writing that whatever happened in 1857 was not a revolt but was indeed the First War of Independence.
84,10085,পুরো দেশবাসী এই খেলা দেখেছে।,The whole country watched it with abated breath.
85,10086,"নাগরিক হিসেবে, সমাজের মানুষ হিসেবে আমাদের বিন্দু বিন্দু জলও বাঁচানোর অভ্যাস গড়ে তুলতে হবে।","As a responsible citizen and as a member of the society, we will have to cultivate the habit of conserving every drop of water."
86,10087,— আমি চিঠিগুলি পড়ি আর তার মধ্যে এইরকম ভাব অনুভব করি এবং সেগুলি মনে গেঁথে রেখে কাজ করি।,I read a letter  then try to weave it with the essence of a similar letter.
87,10088,"আর যাই পরিস্থিতি হোক না কেন, তাকে স্বীকার করে নাও।","And whatever situation appears, accept it."
88,10089,আমি আনন্দিত যেদেশের কৃষকরা দরিদ্রদের কথা শুনেছেন। প্রায় দু’শ নব্বই লাখ হেক্টর জমিতেবিভিন্নরকমের ডালের চাষ হয়েছে।,I am happy that the farmers of my country heeded the needs of our poor people and cultivated various pulse crops on about 290 lakh hectare land.
89,10090,"ভাই-বোনেরা, আজ এই কথা বলতে আমার আনন্দ হচ্ছে, গর্ব হচ্ছে যে দিব্যাঙ্গ ব্যক্তিদের জন্য যে লক্ষ সামনে রেখে সরকার চলছে সেই সম্পর্কিত একটি বিল সংসদে গৃহীত হয়েছে।","Brothers and sisters, today with pride and joy I would like to mention that a bill in connection with my governments mission on Divyangjan, that is, differently or specially abled people was passed in Parliament."
90,10091,অনেকে Christmas-এর ছুটি কাটাতে বাইরে যান।,People also travel to celebrate Christmas vacations.
91,10092,"যদি আমি নতুন সংস্করণের জন্য সময় বার করতে পারি, তাহলে আপনার কথা মত অবশ্যই তাতে অভিভাবক এবং শিক্ষকদের জন্য কিছু কথা লেখার চেষ্টা করব।","As you have told me, I shall positively try to write something for parents as well as teachers, as and when I get the time to pen a new edition."
92,10093,তেলেঙ্গানার থিমাঈপল্লীতে একটি জলাধার নির্মাণের ফলে গ্রামের লোকেদের জীবন বদলে যাচ্ছে।,The construction of the water-tank in Telangana's Thimmaipalli is changing the lives of the people of the village.
93,10094,দেশের টিভি এবং ইলেক্ট্রনিক মিডিয়া যোগ নিয়ে আলাদা আলাদা অনুষ্ঠান করে থাকে।,"Usually, the countrys Television and electronic media do a variety of programmes on Yoga the whole year."
94,10095,"কিন্তু সত্যনিষ্ঠ দেশবাসীর উৎসাহ, দেশের সততার উৎসবের প্রবাহ ও জনশক্তির অংশীদারিত্বের পরিণাম হল এই যে, এক বছরের মধ্যেই এই নতুন কর প্রণালী নিজের জায়গা তৈরি করে নিয়েছে, স্থিতি পেয়েছে ও দরকার মতো inbuilt ব্যবস্থার মাধ্যমে নিজেকে সংশোধনও করে চলেছে।","However within a year, the enthusiasm of the honest people of this nation, the celebration of integrity in the country and the participation of people resulted in this new tax system managing to create a space for itself, has achieved stability and according to the need, it will bring reform through its inbuilt arrangement."
95,10096,"“নমস্কার,প্রধানমন্ত্রীজী, আমি আমার শৈশবে এমন কিছু কাজ করেছিলাম যে আমি আমার নাম বলতেপারছি না।","Namaskar, Pradhan Mantriji, I cannot divulge my name because of something that I did in my childhood."
96,10097,এই নুরজাঁহা সারাদিন ঐ কারখানাতে এই সৌরশক্তির মাধ্যমে এই লণ্ঠনগুলিকে রিচার্জ করেন।,Noor Jehan works the entire day to recharge the lanterns in the solar energy plant.
97,10098,অনেক জায়গা আছে যেখানে রুটি ব্যাঙ্ক চালানো হচ্ছে।,There are many places where Roti Banks are operating.
98,10099,সঠিক চিকিৎসা করুন এবং রোগ নির্মূল না হওয়া পর্যন্ত চিকিৎসা চালিয়ে যান।,All one needs is the correct treatment and the treatment must continue till the illness is gone completely.
99,10100,এবার প্যারা-অলিম্পিক্সে আমাদের দেশ থেকে তিন জন মহিলা সহ উনিশ জন অ্যাথলিট অংশনিয়েছিলেন।,"This time 19 athletes, including three women, took part in Paralympics from our country."
100,10101,বিগত দিনেভারত সরকার পাঁচটি রাজ্যসরকারের সঙ্গে সংযুক্ত ভাবে স্বচ্ছ গঙ্গার জন্য গঙ্গাসাফাই অভিযানে সাধারণ লোককে যুক্ত করার এক সফল প্রচেষ্টা করেছে।,Government of India has made a successful effort to clean the Ganga and involve the people for this project with the cooperation of five State governments.
101,10102,অনেক স্বেচ্ছাসেবী সংস্থা এই সেবার কাজ করে যাচ্ছে।,Many volunteer organizations are engaged in this kind of work.
102,10103,সেই বক্তৃতার অল্প কিছুক্ষণ আগেই তিনি ১৯ বার গ্র্যান্ডস্ল্যাম বিজয়ী এবং টেনিসের লেজেন্ড রাফায়েল নাদালের কাছে ফাইনালে পরাস্ত হয়েছিলেন।,"Moments before this speech, he had suffered defeat at the hands of Tennis legend Rafael Nadal, 19 times grand slam winner."
103,10104,"আমাদের দেশের তরুণ প্রজন্ম খেলার জগতে এগিয়ে আসুক আর আজ কম্প্যুটারের যুগে আমি এ ব্যাপারেও সচেতন করতে চাইব যে প্লেয়িং ফিল্ড, প্লে-স্টেশনের থেকে বেশি গুরুত্বপূর্ণ।",The young generation of our country should come forward in the world of sports  and in todays computer era I would like to alert you to the fact that the playing field is far more important than the play station.
104,10105,"দেশব্যাপী এই অভিযানে থাকবে গ্রামোন্নয়ন, দরিদ্রকল্যাণ আর সামাজিক ন্যায়ের নানান কার্যক্রম।","Under the aegis of this campaign, separate programmes on village development, poverty amelioration and social justice will be held throughout India."
105,10106,"যখন কোনও খেলা হয়, তখন দর্শকদের মনেও উচ্ছ্বাস-উদ্দীপনার সঞ্চার হয়।","When a game is being played, the spectators too experience a rush of energy in their beings."
106,10107,আমি কয়েক বছর ধরে শিক্ষকদিবসে ছাত্রদেরসঙ্গে কিছু সময় কাটাই এবং এক ছাত্রের মত করেই সময়টা কাটাই।,"For many years, I have been spending a lot of time with students on Teachers Day and that too as a student myself."
107,10108,"আমার প্রিয় দেশবাসী, আরও একটি বিষয়ের জন্য আপনাদের এবং বিশ্বের সকল মানুষকে আমার কৃতজ্ঞতা জানাচ্ছি।","My dear countrymen, I must express my gratitude to you and to the people of the world for one more thing"
108,10109,আগামী মাসে ‘মন কি বাত’অনুষ্ঠানে আবার আপনাদের সঙ্গে কথা হবে।,Once again next month we will meet again for another episode of Mann Ki Baat.
109,10110,"কিন্তু যখন যক্ষ্মা মৃত্যুর কারণ ছিল, তখন আমরা ভয় পেতাম।","Paradoxically, when TB was linked to death we used to be duly afraid of it"
110,10111,"আমার প্রিয় দেশবাসী, আজ ২৭-শে মে। ভারতের প্রথম প্রধানমন্ত্রী পণ্ডিত জওহরলাল নেহেরুর তিরোধান দিবস।","My dear countrymen, today is the 27th of May, the death anniversary of the first Prime Minister of India, Pandit Jawaharlal Nehru ji."
111,10112,‘মুদ্রা’যোজনার মাধ্যমে তাঁদের লোন পাইয়ে দেওয়ার জন্য পর্যাপ্ত উদ্যম নেওয়া হয়েছে।,A number of initiatives were taken to grant them loans under Mudra Yojana.
112,10113,কড়া মোকাবিলার পর ফাইনালে হেরে গিয়েও নিজের প্রতিদ্বন্দ্বীর প্রশংসা করে তিনি স্পোর্টসম্যান স্পিরিট–এর এক জাজ্বল্যমান দৃষ্টান্ত স্থাপন করেছেন।,The way Medvedev heaped praise on his opponent after a defeat in a fierce duel makes him a living example of the true essence of the spirit of sportsmanship.
